Latitude,Longitude,2 metre dewpoint temperature
45.02000000000029,12.979999999999816,25.403833007812523
45.02000000000029,12.999999999999815,25.403833007812523
45.02000000000029,13.019999999999817,25.317407226562523
45.02000000000029,13.039999999999814,25.317407226562523
45.02000000000029,13.059999999999814,25.176293945312523
45.02000000000029,13.079999999999814,25.132348632812523
45.02000000000029,13.099999999999811,24.876000976562523
45.02000000000029,13.119999999999813,24.824517822265648
45.02000000000029,13.139999999999812,24.824517822265648
45.02000000000029,13.159999999999812,24.852838134765648
45.02000000000029,13.179999999999811,24.841119384765648
45.02000000000029,13.199999999999813,24.847772216796898
45.02000000000029,13.21999999999981,24.847772216796898
45.02000000000029,13.23999999999981,24.961053466796898
45.02000000000029,13.25999999999981,24.963983154296898
45.02000000000029,13.27999999999981,25.109429931640648
45.02000000000029,13.299999999999809,25.109429931640648
45.02000000000029,13.319999999999808,24.958551025390648
45.02000000000029,13.339999999999808,24.999078369140648
45.02000000000029,13.359999999999808,25.007379150390648
45.02000000000029,13.379999999999807,25.192834472656276
45.02000000000029,13.399999999999809,25.059045410156276
45.02000000000029,13.419999999999806,25.091271972656276
45.02000000000029,13.439999999999806,25.091271972656276
45.02000000000029,13.459999999999804,25.257348632812523
45.02000000000029,13.479999999999803,25.257348632812523
45.02000000000029,13.499999999999805,25.119653320312523
45.02000000000029,13.519999999999804,25.119653320312523
45.02000000000029,13.539999999999804,25.018090820312523
45.02000000000029,13.559999999999803,25.018090820312523
45.02000000000029,13.579999999999805,24.881372070312523
45.02000000000029,13.599999999999802,24.881372070312523
45.02000000000029,13.619999999999802,24.774926757812523
45.02000000000029,13.639999999999802,24.618676757812523
45.02000000000029,13.6599999999998,24.618676757812523
45.02000000000029,13.6799999999998,24.839288330078148
45.02000000000029,13.6999999999998,24.839288330078148
45.02000000000029,13.7199999999998,23.002465820312523
45.02000000000029,13.7399999999998,22.345239257812523
45.02000000000029,13.7599999999998,22.067407226562523
45.02000000000029,13.7799999999998,22.067407226562523
45.02000000000029,13.799999999999798,22.755395507812523
45.02000000000029,13.819999999999798,22.755395507812523
45.02000000000029,13.839999999999796,22.415551757812523
45.02000000000029,13.859999999999795,22.407739257812523
45.02000000000029,13.879999999999797,23.277703857421898
45.02000000000029,13.899999999999796,22.877801513671898
45.02000000000029,13.919999999999796,22.877801513671898
45.02000000000029,13.939999999999795,23.488916015625023
